EmpID,Age_ID,AgeGroup_ID,Attrition_ID,BusinessTravel_ID,DailyRate,Department_ID,DistanceFromHomeInKm,Education_ID,EducationField_ID,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction_ID,Gender_ID,HourlyRate,JobInvolvement,JobInvolvement_ID,JobLevel_ID,JobRole_ID,JobSatisfaction_ID,MaritalStatus_ID,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18_ID,OverTime_ID,PercentSalaryHike,PerformanceRating_ID,RelationshipSatisfaction_ID,StandardHours,StockOptionLevel_ID,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM544,27,3,2,3,381,1,38.6,1,2,1,744,4,1,49,Low Involvement,3,1,1,1,1,3708,Upto 5k,2104,2,1,1,14,1,1,80,1,9,5,Satisfied,5,2,1,4
RM618,27,3,2,1,625,1,6.4,1,2,1,852,2,1,50,High Involvement,1,2,7,2,1,5933,5k-10k,5197,9,1,1,12,1,3,80,1,10,2,Dissatisfied,5,2,2,3
RM632,27,3,2,1,986,1,12.9,4,1,1,874,4,1,62,Extremely High Involvement,4,1,1,3,3,2818,Upto 5k,5044,2,1,2,24,2,1,80,3,10,2,Dissatisfied,3,2,0,2
RM659,27,3,2,1,661,1,14.5,2,1,1,913,3,1,61,High Involvement,1,1,3,4,3,2559,Upto 5k,7508,1,1,2,13,1,3,80,1,8,0,Satisfied,8,7,7,1
RM751,27,3,2,1,1448,2,45.1,1,2,1,1039,2,2,53,Extremely High Involvement,4,4,6,3,3,13320,10k-15k,11737,3,1,2,18,1,1,80,3,23,2,Satisfied,12,11,11,11
RM790,27,3,1,1,1376,3,1.6,2,2,1,1098,3,1,91,Moderate Involvement,2,3,4,4,3,10482,10k-15k,2326,9,1,1,14,1,3,80,3,24,1,Satisfied,20,6,3,6
RM858,27,3,1,1,1097,1,16.1,4,1,1,1200,1,1,96,High Involvement,1,1,3,1,1,2936,Upto 5k,10826,1,1,2,11,1,1,80,1,6,4,Satisfied,6,4,0,2
RM863,27,3,2,3,111,1,27.4,1,1,1,1206,2,1,74,Low Involvement,3,1,3,1,1,2290,Upto 5k,4279,2,1,1,13,1,3,80,1,6,3,Satisfied,0,0,0,0
RM876,27,3,2,1,200,1,46.7,4,5,1,1225,2,1,32,High Involvement,1,2,3,3,1,4541,Upto 5k,7744,1,1,1,25,2,4,80,1,20,3,Satisfied,20,11,13,17
RM892,27,3,2,1,1117,1,3.2,3,1,1,1246,4,2,72,Extremely High Involvement,4,1,3,3,3,2011,Upto 5k,19982,1,1,1,13,1,3,80,3,10,5,Satisfied,10,5,7,7
RM908,27,3,2,1,1099,2,8,1,3,1,1267,3,1,88,High Involvement,1,5,9,2,3,18213,15k+,8751,7,1,1,11,1,1,80,3,26,5,Satisfied,22,9,3,10
RM923,27,3,2,1,1199,1,6.4,2,1,1,1288,1,1,92,Extremely High Involvement,4,5,9,4,2,19190,15k+,17477,1,1,1,14,1,3,80,2,26,4,Dissatisfied,25,9,14,13
RM929,27,3,1,1,621,1,24.1,1,2,1,1295,4,2,73,High Involvement,1,3,7,3,3,7978,5k-10k,14075,1,1,1,11,1,3,80,3,10,2,Satisfied,10,7,0,5
RM954,27,3,1,1,935,1,4.8,1,1,1,1333,4,1,89,High Involvement,1,1,1,4,3,2362,Upto 5k,14669,4,1,1,12,1,1,80,1,10,4,Extremely Satisfied,3,2,1,2
RM1043,27,3,2,3,981,1,8,1,1,1,1471,1,1,90,Moderate Involvement,2,1,1,1,1,3162,Upto 5k,7973,3,1,1,14,1,3,80,1,7,5,Satisfied,5,2,0,3
RM1047,27,3,2,1,1467,1,32.2,1,1,1,1475,2,1,49,High Involvement,1,1,3,2,1,3420,Upto 5k,21158,1,1,1,13,1,1,80,1,6,3,Dissatisfied,5,2,1,3
RM1052,27,3,2,2,383,2,1.6,5,3,1,1481,4,2,79,High Involvement,1,2,6,1,3,4768,Upto 5k,9282,7,1,1,12,1,1,80,3,11,4,Dissatisfied,1,0,0,0
RM1063,27,3,2,2,1193,1,3.2,3,2,1,1496,3,1,86,High Involvement,1,3,5,1,1,10209,10k-15k,19719,5,1,2,18,1,4,80,1,16,2,Dissatisfied,2,2,2,2
RM1079,27,3,2,1,136,1,45.1,1,1,1,1523,2,1,32,High Involvement,1,4,8,4,3,16328,15k+,22074,3,1,1,13,1,1,80,3,24,1,Extremely Satisfied,20,6,14,17
RM1141,27,3,2,1,1313,1,11.3,1,2,1,1608,3,2,31,High Involvement,1,5,8,3,2,19049,15k+,3549,0,1,2,14,1,3,80,3,23,4,Dissatisfied,22,7,1,10
RM1166,27,3,2,2,602,3,1.6,5,6,1,1642,4,1,37,High Involvement,1,2,4,3,3,5743,5k-10k,10503,4,1,2,11,1,1,80,1,14,3,Satisfied,10,7,0,2
RM1201,27,3,2,1,528,3,1.6,1,1,1,1683,1,2,44,High Involvement,1,1,4,3,2,3195,Upto 5k,4167,4,1,2,18,1,2,80,4,8,2,Satisfied,2,2,2,2
RM1215,27,3,2,1,921,1,3.2,1,1,1,1703,1,2,96,Extremely High Involvement,4,3,7,3,3,7879,5k-10k,14810,1,1,2,19,1,4,80,3,9,2,Satisfied,8,7,6,7
RM1280,27,3,1,2,429,1,1.6,2,2,1,1792,1,1,99,High Involvement,1,1,3,2,2,2342,Upto 5k,11092,1,1,2,12,1,1,80,4,6,2,Dissatisfied,5,3,2,3
RM1353,27,3,2,1,170,1,1.6,4,1,1,1903,3,1,78,Extremely High Involvement,4,2,7,4,3,5033,5k-10k,9364,2,1,1,15,1,3,80,3,10,5,Satisfied,2,0,2,2
RM1436,27,3,2,1,1037,1,1.6,1,2,1,2020,3,1,42,High Involvement,1,1,3,3,1,2436,Upto 5k,13422,6,1,2,12,1,1,80,1,6,2,Satisfied,4,3,1,2
RM068,28,3,2,1,1339,1,11.3,1,1,1,86,3,1,59,High Involvement,1,3,3,4,2,9724,5k-10k,18787,2,1,1,17,1,1,80,3,25,2,Satisfied,1,0,0,0
RM078,28,3,2,1,193,1,9.7,4,5,1,101,2,1,52,High Involvement,1,3,8,4,3,13245,10k-15k,15067,4,1,2,14,1,4,80,1,17,3,Extremely Satisfied,0,0,0,
RM142,28,3,2,1,1316,1,46.7,1,2,1,192,1,1,83,High Involvement,1,1,3,3,1,3452,Upto 5k,9752,5,1,1,13,1,4,80,1,9,2,Dissatisfied,6,5,0,
RM154,28,3,2,1,194,1,14.5,1,1,1,206,3,1,60,High Involvement,1,2,1,2,2,2348,Upto 5k,10901,8,1,1,18,1,1,80,3,20,2,Extremely Dissatisfied,17,9,0,15
RM175,28,3,2,1,1268,2,6.4,2,1,1,240,1,2,30,High Involvement,1,2,6,4,2,5006,5k-10k,6319,4,1,2,11,1,2,80,3,9,3,Extremely Satisfied,5,4,0,3
RM195,28,3,2,3,1195,1,3.2,2,2,1,264,4,1,65,Moderate Involvement,2,4,9,3,3,16792,15k+,20462,9,1,1,23,2,3,80,3,22,1,Satisfied,20,8,11,8
RM219,28,3,2,3,1052,2,9.7,1,2,1,302,2,2,57,Moderate Involvement,2,3,6,3,1,8865,5k-10k,16840,6,1,1,12,1,3,80,1,23,2,Satisfied,19,7,12,8
RM245,28,3,2,1,252,1,1.6,1,5,1,336,1,1,70,Extremely High Involvement,4,5,9,3,3,19202,15k+,15970,0,1,1,11,1,1,80,3,25,2,Satisfied,24,0,1,7
RM250,28,3,2,2,1199,1,11.3,4,1,1,341,4,1,77,Extremely High Involvement,4,2,5,1,3,6434,5k-10k,5118,4,1,1,17,1,3,80,3,9,1,Satisfied,3,2,0,
RM269,28,3,2,1,1385,1,32.2,2,2,1,372,1,1,79,High Involvement,1,4,7,3,3,13496,10k-15k,7501,0,1,2,14,1,4,80,1,21,2,Satisfied,20,7,4,10
RM312,28,3,2,2,1249,1,11.3,1,1,1,425,4,1,97,High Involvement,1,3,1,4,2,5210,5k-10k,20308,1,1,1,18,1,2,80,3,24,2,Satisfied,24,9,9,11
RM335,28,3,2,1,549,1,12.9,4,5,1,452,2,1,75,High Involvement,1,2,3,3,3,3697,Upto 5k,9278,9,1,1,14,1,2,80,2,12,3,Satisfied,10,9,9,8
RM408,28,3,2,1,192,1,16.1,2,1,1,544,4,1,69,High Involvement,1,1,3,3,3,2654,Upto 5k,9655,3,1,1,21,2,3,80,2,8,3,Dissatisfied,2,2,0,
RM453,28,3,2,1,561,2,3.2,1,5,1,606,2,1,61,High Involvement,1,2,6,2,3,4805,Upto 5k,16177,0,1,1,19,1,4,80,3,9,3,Extremely Satisfied,8,7,3,7
RM505,28,3,1,2,306,2,41.8,4,1,1,684,4,2,100,High Involvement,1,2,6,4,3,4286,Upto 5k,5630,2,1,1,14,1,3,80,2,5,4,Satisfied,1,1,0,0
RM565,28,3,2,1,954,2,3.2,2,4,1,783,3,1,46,Low Involvement,3,2,2,1,1,6632,5k-10k,12388,0,1,1,13,1,2,80,1,9,3,Satisfied,8,7,3,1
RM604,28,3,2,1,252,1,3.2,1,1,1,834,3,2,95,Moderate Involvement,2,1,3,1,1,2274,Upto 5k,6153,1,1,1,14,1,3,80,1,1,3,Satisfied,1,0,0,0
RM626,28,3,2,1,930,2,14.5,1,3,1,864,2,1,74,High Involvement,1,3,6,4,2,10761,10k-15k,19239,4,1,2,12,1,1,80,3,18,2,Satisfied,5,4,0,2
RM697,28,3,2,3,805,1,6.4,2,1,1,972,1,1,57,High Involvement,1,2,1,2,3,4447,Upto 5k,23163,1,1,1,12,1,4,80,1,9,5,Dissatisfied,9,7,0,8
RM714,28,3,2,1,974,1,1.6,4,2,1,996,2,2,91,High Involvement,1,1,1,3,2,2270,Upto 5k,11005,3,1,1,14,1,3,80,2,8,2,Satisfied,5,3,0,2
RM719,28,3,2,3,248,1,37,2,1,1,1002,2,1,42,High Involvement,1,2,1,4,3,3633,Upto 5k,14039,1,1,2,15,1,1,80,3,9,2,Satisfied,9,8,0,8
RM756,28,3,2,1,1234,2,17.7,2,1,1,1045,2,2,90,High Involvement,1,4,9,3,3,17650,15k+,5404,3,1,1,13,1,4,80,3,26,4,Extremely Satisfied,9,3,1,1
RM760,28,3,2,1,788,3,38.6,4,2,1,1049,3,1,36,High Involvement,1,1,4,2,1,2177,Upto 5k,8318,1,1,1,16,1,2,80,1,6,3,Satisfied,6,3,0,4
RM806,28,3,2,3,1050,2,14.5,4,1,1,1117,3,2,65,Moderate Involvement,2,2,6,1,3,5593,5k-10k,17970,1,1,1,13,1,3,80,3,15,2,Satisfied,15,10,4,12
RM855,28,3,2,1,1457,1,11.3,1,2,1,1195,4,2,83,High Involvement,1,1,3,1,3,4477,Upto 5k,20100,4,1,2,19,1,1,80,3,7,2,Dissatisfied,3,2,0,2
RM914,28,3,1,1,1449,2,3.2,1,3,1,1277,4,2,94,Low Involvement,3,5,9,2,1,18824,15k+,2493,2,1,2,16,1,2,80,1,26,2,Satisfied,24,10,1,11
RM937,28,3,2,2,364,1,40.2,1,2,1,1306,3,2,83,High Involvement,1,5,9,2,1,18061,15k+,13035,3,1,1,22,2,1,80,1,22,4,Satisfied,0,0,0,0
RM1035,28,3,2,1,1038,1,32.2,1,2,1,1460,3,1,95,Low Involvement,3,3,7,4,2,10851,10k-15k,19863,2,1,2,18,1,4,80,3,24,2,Satisfied,7,7,0,7
RM1038,28,3,2,1,1448,1,46.7,1,4,1,1465,3,1,55,High Involvement,1,3,5,3,3,9380,5k-10k,14720,4,1,2,18,1,3,80,2,10,4,Extremely Satisfied,3,1,1,2
RM1093,28,3,2,1,950,1,45.1,1,4,1,1546,2,1,97,High Involvement,1,1,3,3,3,2132,Upto 5k,4585,4,1,1,20,2,3,80,3,8,3,Satisfied,5,4,0,3
RM1100,28,3,2,1,538,1,1.6,4,4,1,1553,4,1,66,High Involvement,1,3,7,2,2,7441,5k-10k,20933,1,1,1,12,1,2,80,4,10,4,Satisfied,10,8,7,7
RM1143,28,3,2,1,1015,1,8,5,2,1,1611,1,2,50,Low Involvement,3,2,1,4,1,5769,5k-10k,23447,1,1,2,14,1,2,80,1,10,3,Satisfied,10,7,1,4
RM1144,28,3,2,3,336,2,41.8,1,3,1,1612,4,1,52,Moderate Involvement,2,2,6,4,3,4385,Upto 5k,24162,1,1,1,15,1,2,80,3,10,2,Satisfied,10,7,4,5
RM1161,28,3,2,1,1329,1,3.2,2,5,1,1635,2,2,59,Moderate Involvement,2,2,5,3,2,5770,5k-10k,5388,1,1,1,19,1,2,80,2,10,3,Satisfied,10,7,3,9
RM1222,28,3,2,3,1238,1,1.6,3,1,1,1712,1,1,74,Moderate Involvement,2,3,7,1,3,10748,10k-15k,3395,3,1,1,23,2,3,80,3,25,3,Dissatisfied,23,15,14,4
RM1226,28,3,2,1,1005,1,45.1,2,4,1,1719,2,2,48,Moderate Involvement,2,4,8,2,1,16704,15k+,17119,1,1,1,11,1,1,80,1,21,2,Satisfied,21,6,8,6
RM1244,28,3,2,1,176,3,6.4,1,1,1,1744,1,2,56,Low Involvement,3,3,4,1,3,9756,5k-10k,6595,4,1,1,21,2,1,80,2,9,2,Extremely Satisfied,5,0,0,3
RM1315,28,3,2,3,589,2,3.2,4,1,1,1845,1,2,67,High Involvement,1,2,6,1,3,5154,5k-10k,19665,4,1,1,22,2,4,80,2,10,3,Extremely Satisfied,8,7,5,7
RM1347,28,3,2,1,556,1,40.2,2,1,1,1888,3,2,93,Moderate Involvement,2,2,5,3,3,5906,5k-10k,23888,0,1,1,13,1,3,80,2,10,2,Dissatisfied,9,8,3,8
RM1363,28,3,2,2,1297,1,1.6,4,2,1,1922,3,1,44,High Involvement,1,2,7,1,1,5399,5k-10k,14511,4,1,1,12,1,1,80,1,12,3,Satisfied,4,2,0,3
RM1455,28,3,2,1,374,2,32.2,1,1,1,2046,2,2,50,High Involvement,1,2,6,1,1,4850,Upto 5k,23333,8,1,1,15,1,1,80,1,8,3,Satisfied,5,3,0,1
RM030,29,4,2,1,705,2,3.2,4,3,1,38,3,2,83,High Involvement,1,5,9,4,1,18947,15k+,22822,3,1,1,12,1,3,80,1,22,2,Dissatisfied,2,2,2,
RM049,29,4,2,2,1211,2,8,4,3,1,62,4,1,98,High Involvement,1,2,6,3,1,5772,5k-10k,20445,4,1,2,21,2,1,80,1,14,4,Satisfied,9,6,0,8
RM080,29,4,2,1,945,3,8,2,2,1,103,3,1,80,High Involvement,1,2,4,2,2,5021,5k-10k,10425,8,1,2,22,2,3,80,3,16,2,Satisfied,4,2,0,2
RM090,29,4,1,1,669,2,14.5,2,2,1,118,1,1,64,Moderate Involvement,2,3,6,3,1,9619,5k-10k,13596,1,1,1,16,1,3,80,1,9,3,Satisfied,9,8,4,7
RM094,29,4,2,2,638,1,1.6,1,2,1,124,1,1,40,Moderate Involvement,2,3,7,4,3,10673,10k-15k,3142,2,1,2,13,1,1,80,3,21,5,Dissatisfied,10,9,9,5
RM179,29,4,2,1,526,2,1.6,2,3,1,244,3,2,92,High Involvement,1,3,6,4,2,10453,10k-15k,2137,1,1,1,25,2,1,80,4,24,2,Satisfied,24,13,15,7
RM210,29,4,2,1,644,1,1.6,4,2,1,288,2,1,97,High Involvement,1,3,7,4,2,9396,5k-10k,12368,7,1,1,16,1,1,80,3,17,3,Satisfied,4,2,0,
RM264,29,4,2,1,488,2,3.2,1,4,1,363,1,2,75,Low Involvement,3,4,9,2,3,16872,15k+,14977,3,1,2,12,1,4,80,3,28,2,Dissatisfied,7,7,7,7
RM366,29,4,2,3,1144,1,11.3,4,2,1,487,1,2,30,High Involvement,1,2,5,1,3,5258,5k-10k,16044,2,1,1,14,1,1,80,1,7,2,Extremely Satisfied,1,0,0,0
RM413,29,4,2,1,1485,1,29,1,2,1,550,1,2,87,High Involvement,1,2,5,1,2,4810,Upto 5k,26314,2,1,1,14,1,1,80,3,19,5,Dissatisfied,10,7,0,8
RM430,29,4,2,1,1009,1,3.2,1,1,1,575,4,1,51,High Involvement,1,4,8,1,3,17861,15k+,2288,6,1,1,13,1,1,80,1,26,2,Extremely Dissatisfied,3,2,0,1
RM434,29,4,2,1,1125,2,16.1,1,3,1,580,1,2,94,Moderate Involvement,2,3,6,3,3,9071,5k-10k,11563,2,1,2,19,1,1,80,3,15,3,Satisfied,3,2,1,2
RM466,29,4,2,2,1034,1,29,3,2,1,624,4,2,86,High Involvement,1,3,7,1,3,10527,10k-15k,8984,5,1,1,11,1,3,80,1,28,3,Dissatisfied,2,2,1,2
RM724,29,4,2,1,566,1,11.3,2,2,1,1007,2,1,75,High Involvement,1,3,5,1,2,10845,10k-15k,24208,6,1,1,13,1,4,80,3,13,3,Satisfied,8,7,0,7
RM771,29,4,2,1,430,1,1.6,4,2,1,1069,2,1,40,High Involvement,1,5,8,3,2,19627,15k+,21445,9,1,1,17,1,3,80,2,23,0,Satisfied,2,2,2,2
RM779,29,4,2,1,1003,1,12.9,4,1,1,1080,2,2,74,Moderate Involvement,2,2,3,4,2,4615,Upto 5k,21029,8,1,2,23,2,2,80,4,19,2,Satisfied,16,13,1,7
RM811,29,4,2,1,406,2,4.8,3,3,1,1124,4,1,52,High Involvement,1,4,9,1,3,17465,15k+,15596,3,1,1,12,1,3,80,3,23,3,Satisfied,12,9,4,9
RM862,29,4,2,1,1402,2,3.2,1,3,1,1204,1,2,69,High Involvement,1,4,9,4,3,17048,15k+,24097,8,1,1,23,2,2,80,1,28,2,Satisfied,26,15,15,9
RM870,29,4,2,1,1450,1,24.1,2,1,1,1217,2,1,52,High Involvement,1,5,8,2,3,19081,15k+,10849,5,1,1,11,1,2,80,3,25,2,Satisfied,4,2,0,3
RM878,29,4,2,1,150,1,3.2,4,4,1,1228,2,1,60,High Involvement,1,2,5,3,2,7379,5k-10k,17433,2,1,1,11,1,1,80,3,12,3,Dissatisfied,6,3,1,4
RM917,29,4,2,1,168,2,6.4,2,3,1,1280,2,2,33,Moderate Involvement,2,5,9,2,3,18789,15k+,9946,2,1,1,14,1,1,80,3,26,2,Satisfied,11,4,0,8
RM944,29,4,2,1,991,3,1.6,2,1,1,1314,2,2,44,High Involvement,1,1,4,4,1,3423,Upto 5k,22957,6,1,1,12,1,1,80,1,10,3,Extremely Satisfied,7,6,5,7
RM1032,29,4,1,1,377,2,14.5,1,3,1,1457,4,1,52,High Involvement,1,3,6,3,2,10096,10k-15k,15986,4,1,1,11,1,2,80,3,28,1,Extremely Satisfied,7,7,4,3
RM1081,29,4,2,1,228,2,4.8,1,1,1,1527,1,2,51,High Involvement,1,4,9,2,3,16606,15k+,11380,8,1,1,12,1,3,80,3,23,2,Extremely Satisfied,13,12,5,1
RM1136,29,4,2,1,563,2,1.6,4,1,1,1602,2,1,56,Extremely High Involvement,4,4,9,4,1,17567,15k+,3156,1,1,1,15,1,4,80,1,27,5,Extremely Dissatisfied,26,0,0,12
RM1232,29,4,2,1,717,1,20.9,4,1,1,1727,1,1,34,High Involvement,1,2,7,2,1,5562,5k-10k,9697,6,1,1,14,1,3,80,1,19,3,Satisfied,10,7,0,9
RM1236,29,4,2,1,1277,2,3.2,1,1,1,1732,1,1,74,High Involvement,1,3,6,3,2,10368,10k-15k,5596,4,1,2,12,1,4,80,3,13,5,Dissatisfied,10,6,0,3
RM1278,29,4,2,1,734,1,3.2,4,2,1,1789,1,1,46,High Involvement,1,5,8,3,2,19328,15k+,14218,7,1,2,17,1,1,80,3,24,3,Satisfied,2,1,2,2
RM1286,29,4,2,3,849,2,41.8,2,1,1,1801,3,1,98,Moderate Involvement,2,2,6,2,1,7991,5k-10k,25166,8,1,1,15,1,1,80,1,6,3,Satisfied,2,2,2,2
RM1299,29,4,1,1,261,1,33.8,2,2,1,1821,2,2,66,High Involvement,1,2,7,2,3,8926,5k-10k,10842,4,1,1,22,2,3,80,3,13,2,Extremely Satisfied,9,7,3,7
RM1323,29,4,2,1,706,1,3.2,2,1,1,1857,2,1,82,High Involvement,1,3,5,3,2,8578,5k-10k,19989,3,1,1,14,1,1,80,3,12,4,Dissatisfied,9,8,4,7
RM1328,29,4,2,1,1319,2,4.8,1,4,1,1863,4,2,45,Extremely High Involvement,4,4,6,4,2,13225,10k-15k,7739,2,1,1,12,1,3,80,3,25,5,Satisfied,19,17,2,8
RM1334,29,4,1,1,1254,2,16.1,1,1,1,1869,1,2,64,High Involvement,1,3,6,2,3,7314,5k-10k,14011,5,1,1,21,2,1,80,4,14,2,Satisfied,8,7,0,7
RM272,30,4,1,3,666,1,46.7,4,1,1,376,4,1,88,High Involvement,1,3,9,2,3,11849,10k-15k,10268,1,1,2,12,1,3,80,3,10,2,Dissatisfied,10,7,9,9
RM330,30,4,2,1,1482,1,8,5,1,1,447,2,1,42,High Involvement,1,5,8,1,3,18300,15k+,16375,4,1,1,11,1,4,80,3,21,2,Satisfied,3,2,1,1
RM348,30,4,2,2,1309,2,6.4,3,2,1,467,3,1,99,High Involvement,1,2,2,1,1,2976,Upto 5k,25751,3,1,1,19,1,2,80,1,5,3,Satisfied,0,0,0,0
RM429,30,4,2,1,983,1,3.2,2,2,1,574,4,2,65,High Involvement,1,2,5,3,2,5070,5k-10k,7389,5,1,1,13,1,1,80,4,20,2,Satisfied,5,0,0,4
RM533,30,4,2,1,703,2,22.5,4,3,1,728,2,1,42,High Involvement,1,2,6,4,1,4960,Upto 5k,11825,2,1,1,12,1,3,80,1,20,2,Satisfied,7,7,1,7
RM545,30,4,2,2,217,2,4.8,1,2,1,746,2,2,49,High Involvement,1,4,6,1,2,13770,10k-15k,10225,9,1,2,12,1,3,80,2,28,2,Dissatisfied,22,2,11,13
RM567,30,4,1,2,719,2,43.5,2,1,1,785,3,2,77,Extremely High Involvement,4,2,6,1,1,6397,5k-10k,10339,4,1,2,12,1,3,80,1,8,2,Satisfied,5,4,1,3
RM593,30,4,2,1,202,1,3.2,2,5,1,820,1,2,33,High Involvement,1,4,9,3,3,16752,15k+,12982,1,1,2,11,1,1,80,3,26,3,Dissatisfied,26,14,3,0
RM652,30,4,2,1,249,2,3.2,2,3,1,903,1,2,35,High Involvement,1,2,6,3,3,4537,Upto 5k,17783,0,1,2,22,2,2,80,3,8,2,Satisfied,7,6,7,7
RM666,30,4,2,1,1454,2,3.2,4,1,1,925,2,2,65,Moderate Involvement,2,1,2,3,1,3294,Upto 5k,13137,1,1,2,18,1,2,80,1,3,3,Dissatisfied,3,2,1,2
RM708,30,4,2,2,1379,1,25.7,4,2,1,987,1,1,64,Extremely High Involvement,4,2,5,1,2,5067,5k-10k,6759,1,1,2,19,1,1,80,1,20,3,Extremely Satisfied,19,10,2,7
RM720,30,4,2,1,955,2,6.4,2,1,1,1003,2,2,83,High Involvement,1,2,6,3,1,4163,Upto 5k,8571,1,1,2,17,1,1,80,1,9,0,Satisfied,9,0,0,7
RM1021,30,4,2,1,465,1,1.6,1,4,1,1438,4,1,74,High Involvement,1,1,3,3,3,3420,Upto 5k,10205,7,1,1,12,1,1,80,3,17,2,Dissatisfied,6,5,1,2
RM1025,30,4,2,1,359,1,3.2,4,2,1,1443,4,2,82,High Involvement,1,4,8,1,3,17169,15k+,26703,3,1,1,19,1,4,80,2,26,2,Extremely Satisfied,20,17,5,6
RM1068,30,4,2,1,571,2,22.5,1,2,1,1503,1,2,78,High Involvement,1,2,6,1,3,4591,Upto 5k,24200,3,1,2,17,1,1,80,3,11,4,Dissatisfied,5,4,1,2
RM1155,30,4,2,1,1176,3,41.8,4,1,1,1625,2,2,98,High Involvement,1,5,9,1,3,19658,15k+,5220,3,1,1,11,1,1,80,3,27,2,Satisfied,5,2,1,0
RM1195,30,4,2,1,1225,2,3.2,4,1,1,1676,3,2,47,Extremely High Involvement,4,4,9,2,2,15972,15k+,21086,6,1,1,14,1,1,80,4,29,2,Satisfied,3,2,1,2
RM1224,30,4,1,2,1093,2,14.5,1,1,1,1716,1,1,82,Low Involvement,3,4,6,1,3,12936,10k-15k,24164,7,1,1,11,1,1,80,1,25,3,Extremely Dissatisfied,23,5,14,10
RM1235,30,4,2,3,543,2,3.2,4,3,1,1731,1,1,87,High Involvement,1,2,6,2,3,4978,Upto 5k,3536,7,1,1,11,1,3,80,3,4,3,Extremely Dissatisfied,1,0,0,0
RM1304,30,4,2,1,1001,1,6.4,1,1,1,1827,1,2,92,Moderate Involvement,2,3,5,2,2,10333,10k-15k,19271,8,1,2,12,1,1,80,3,28,4,Satisfied,22,11,14,10
RM1322,30,4,2,1,207,1,14.5,4,1,1,1856,3,2,64,High Involvement,1,1,1,1,1,2105,Upto 5k,5411,4,1,1,12,1,1,80,1,7,2,Satisfied,2,2,2,0
RM1371,30,4,2,3,1169,1,22.5,4,4,1,1934,1,1,64,High Involvement,1,2,3,2,3,5467,5k-10k,2125,8,1,1,18,1,1,80,3,16,4,Extremely Satisfied,8,7,1,7
RM1415,30,4,2,1,1180,1,40.2,1,2,1,1993,4,1,84,High Involvement,1,3,7,1,1,8633,5k-10k,13084,2,1,1,23,2,4,80,1,25,3,Satisfied,17,14,12,11
RM1422,30,4,2,3,1162,1,1.6,3,2,1,2000,1,2,98,High Involvement,1,3,8,2,3,11957,10k-15k,17231,0,1,1,18,1,2,80,2,14,3,Extremely Dissatisfied,13,8,5,12
RM051,31,4,1,1,626,1,1.6,2,1,1,64,4,1,98,Moderate Involvement,2,3,1,1,1,5381,5k-10k,19294,9,1,2,13,1,3,80,1,23,2,Satisfied,1,0,0,0
RM353,31,4,2,1,530,2,46.7,3,2,1,473,4,2,91,High Involvement,1,3,9,1,3,12504,10k-15k,23978,3,1,1,21,2,4,80,3,15,3,Extremely Dissatisfied,0,0,0,0
RM445,31,4,2,1,163,2,3.2,5,3,1,595,3,2,37,High Involvement,1,2,6,3,3,4051,Upto 5k,19658,2,1,1,14,1,2,80,3,14,2,Satisfied,9,7,6,7
RM493,31,4,2,1,1236,1,1.6,4,1,1,664,2,2,40,Moderate Involvement,2,4,9,4,3,15402,15k+,17997,7,1,1,11,1,2,80,3,21,3,Extremely Dissatisfied,3,2,0,2
RM521,31,4,2,1,817,2,3.2,3,3,1,712,3,1,56,Extremely High Involvement,4,2,6,2,3,8120,5k-10k,18597,3,1,1,12,1,3,80,1,12,3,Satisfied,2,2,2,2
RM679,31,4,2,1,1469,1,32.2,4,2,1,945,2,1,51,High Involvement,1,1,3,1,3,2259,Upto 5k,5543,4,1,1,17,1,2,80,2,13,2,Dissatisfied,0,0,0,0
RM736,31,4,2,1,277,1,9.7,1,1,1,1022,4,1,97,Moderate Involvement,2,2,7,1,1,4240,Upto 5k,13119,2,1,1,13,1,3,80,1,19,0,Satisfied,2,2,2,2
RM737,31,4,2,1,1355,1,6.4,4,1,1,1024,1,1,78,Moderate Involvement,2,3,7,1,1,10999,10k-15k,22245,7,1,1,14,1,4,80,1,27,3,Satisfied,15,11,4,8
RM805,31,4,2,3,1262,1,1.6,4,2,1,1116,4,1,35,Extremely High Involvement,4,4,9,3,1,16885,15k+,16154,2,1,1,22,2,1,80,1,27,3,Dissatisfied,5,4,2,1
RM902,31,4,2,1,969,1,3.2,2,4,1,1258,2,1,76,Extremely High Involvement,4,1,1,2,1,2559,Upto 5k,16620,5,1,1,11,1,1,80,1,7,4,Dissatisfied,1,0,0,0
RM905,31,4,2,1,715,1,1.6,1,1,1,1263,2,1,76,Moderate Involvement,2,5,8,3,1,18265,15k+,8733,6,1,1,12,1,1,80,1,25,3,Extremely Satisfied,1,0,0,0
RM970,31,4,2,1,855,1,6.4,1,1,1,1363,2,1,54,High Involvement,1,3,5,3,1,7898,5k-10k,18706,1,1,1,11,1,1,80,1,11,2,Satisfied,10,9,0,8
RM1039,31,4,2,1,1221,2,11.3,1,3,1,1466,1,1,96,High Involvement,1,2,6,4,2,5486,5k-10k,24795,4,1,1,11,1,2,80,4,15,3,Satisfied,2,2,2,2
